Song-Name,Singer/Artists,Genre,Album/Movie,emotion,videoId,channelTitle
Aankh Marey,"Kumar Sanu, Mika Singh, Neha Kakkar",BollywoodDance,Simmba,joy,_KhQT-LGb-4,https://i.ytimg.com/vi/_KhQT-LGb-4/hqdefault.jpg
Coca Cola,"Neha Kakkar, Tony Kakkar",BollywoodDanceRomantic,Luka Chuppi,love,9UaG7UL5yS4,https://i.ytimg.com/vi/9UaG7UL5yS4/hqdefault.jpg
Apna Time Aayega,Ranveer Singh,BollywoodDance,Gully Boy,joy,jFGKJBPFdUA,https://i.ytimg.com/vi/jFGKJBPFdUA/hqdefault.jpg
Mungda,"Jyotica Tangri, Shaan, Subhro Ganguly",BollywoodDance,Total Dhamaal,joy,ylW9gdva7Oo,https://i.ytimg.com/vi/ylW9gdva7Oo/hqdefault.jpg
Tere Bin,"Asees Kaur, Rahat Fateh Ali Khan, Tanishk Bagchi",BollywoodRomantic,Simmba,love,GgInEo8OYfo,https://i.ytimg.com/vi/GgInEo8OYfo/hqdefault.jpg
Gali Gali,Neha Kakkar,BollywoodDance,KGF,joy,1BVgpX4w0Wk,https://i.ytimg.com/vi/1BVgpX4w0Wk/hqdefault.jpg
Chamma Chamma,"Arun, Ikka, Neha Kakkar, Romy",BollywoodDance,Fraud Saiyaan,joy,ci-NpErqrGM,https://i.ytimg.com/vi/ci-NpErqrGM/hqdefault.jpg
Mere Gully Mein,Ranveer Singh,BollywoodDance,Gully Boy,joy,pGmbUdf6lEM,https://i.ytimg.com/vi/pGmbUdf6lEM/hqdefault.jpg
Kamariya,Darshan Raval,BollywoodDance,Mitron,joy,i0_m90T04uw,https://i.ytimg.com/vi/i0_m90T04uw/hqdefault.jpg
Ek Ladki Ko Dekha Toh Aisa Laga,"Darshan Raval, Rochak Kohli",BollywoodRomantic,Ek Ladki Ko Dekha Toh Aisa Laga,love,fTauOK8J-U8,https://i.ytimg.com/vi/fTauOK8J-U8/hqdefault.jpg
Swag Se Swagat,"Neha Bhasin, Vishal Dadlani",BollywoodDance,Tiger Zinda Hai,joy,7TRFf7uUfhQ,https://i.ytimg.com/vi/7TRFf7uUfhQ/hqdefault.jpg
Poster Lagwa Do,"Mika Singh, Sunanda Sharma",BollywoodDance,Luka Chuppi,joy,MXEMx_48G_k,https://i.ytimg.com/vi/MXEMx_48G_k/hqdefault.jpg
Daaru Wargi,Guru Randhawa,BollywoodDance,Cheat India,joy,VXVmtHcf2Dg,https://i.ytimg.com/vi/VXVmtHcf2Dg/hqdefault.jpg
Dilbar,"Dhvani Bhanushali, Ikka, Neha Kakkar",BollywoodDance,Satyameva Jayate,joy,JFcgOboQZ08,https://i.ytimg.com/vi/JFcgOboQZ08/hqdefault.jpg
Proper Patola,"Aastha Gill, Badshah, Diljit Dosanjh",BollywoodDance,Namaste England,joy,YmXJp4RtBCM,https://i.ytimg.com/vi/YmXJp4RtBCM/hqdefault.jpg
Doori,Ranveer Singh,BollywoodDance,Gully Boy,joy,QPGmwRNkffc,https://i.ytimg.com/vi/QPGmwRNkffc/hqdefault.jpg
Dil Diyan Gallan,Atif Aslam,BollywoodRomantic,Tiger Zinda Hai,love,Ie48p0FE3jI,https://i.ytimg.com/vi/Ie48p0FE3jI/hqdefault.jpg
Husn Parcham,"Bhoomi Trivedi, Raja Kumari",BollywoodDance,Zero,joy,0BOekEZXjmQ,https://i.ytimg.com/vi/0BOekEZXjmQ/hqdefault.jpg
Bom Diggy Diggy,"Jasmin Walia, Zack Knight",BollywoodDance,Sonu Ke Titu Ki Sweety,joy,yIIGQB6EMAM,https://i.ytimg.com/vi/yIIGQB6EMAM/hqdefault.jpg
Issaqbaazi,"Divya Kumar, Sukhwinder Singh",BollywoodDance,Zero,joy,zPlR4Z3iF8A,https://i.ytimg.com/vi/zPlR4Z3iF8A/hqdefault.jpg
Mere Naam Tu,Abhay Jodhpurkar,BollywoodRomantic,Zero,love,VGPmFSB8qVY,https://i.ytimg.com/vi/VGPmFSB8qVY/hqdefault.jpg
High Rated Gabru – Nawabzaade,Guru Randhawa,BollywoodDance,Nawabzaade,joy,DxCfhmYe-Cw,https://i.ytimg.com/vi/DxCfhmYe-Cw/hqdefault.jpg
Dekhte Dekhte,Atif Aslam,BollywoodRomantic,Batti Gul Meter Chalu,love,rkWJyMhIWLo,https://i.ytimg.com/vi/rkWJyMhIWLo/hqdefault.jpg
Zingaat,"Ajay, Atul",BollywoodDance,Dhadak,joy,2gcsgfzqN8k,https://i.ytimg.com/vi/2gcsgfzqN8k/hqdefault.jpg
Tareefan,Badshah,Bollywood,Veere Di Wedding,neutral,3SWc5G8Gx7E,https://i.ytimg.com/vi/3SWc5G8Gx7E/hqdefault.jpg
Mile Ho Tum (Reprise),"Neha Kakkar, Tony Kakkar",BollywoodRomantic,Fever,love,N2-HsIYd0Go,https://i.ytimg.com/vi/N2-HsIYd0Go/hqdefault.jpg
Dil Chori,"Ishers, Simar Kaur, Yo Yo Honey Singh",BollywoodDance,Sonu Ke Titu Ki Sweety,joy,xWi8nDUjHGA,https://i.ytimg.com/vi/xWi8nDUjHGA/hqdefault.jpg
Tere Naal Nachna,"Badshah, Sunanda Sharma",BollywoodDance,Nawabzaade,joy,94vimg-so20,https://i.ytimg.com/vi/94vimg-so20/hqdefault.jpg
Dil Meri Na Sune,Atif Aslam,BollywoodRomantic,Genius,love,YZLKoG_vhDY,https://i.ytimg.com/vi/YZLKoG_vhDY/hqdefault.jpg
Dhadak Title Track,"Ajay Gogavale, Shreya Ghoshal",BollywoodRomantic,Dhadak,love,qWnzMwT6SKo,https://i.ytimg.com/vi/qWnzMwT6SKo/hqdefault.jpg
Heeriye,"Deep Money, Meet Bros, Neha Bhasin",BollywoodDanceRomantic,Race 3,love,VlzVXW65-jo,https://i.ytimg.com/vi/VlzVXW65-jo/hqdefault.jpg
Chogada,"Asees Kaur, Darshan Raval",BollywoodDance,Loveratri,joy,asYxxtiWUyw,https://i.ytimg.com/vi/asYxxtiWUyw/hqdefault.jpg
Gud Naal Ishq Mitha,"Harshdeep Kaur, Navraj Hans",BollywoodDance,Ek Ladki Ko Dekha Toh Aisa Laga,joy,rrBE8ZuAtgY,https://i.ytimg.com/vi/rrBE8ZuAtgY/hqdefault.jpg
Paniyon Sa,"Atif Aslam, Tulsi Kumar",BollywoodRomantic,Satyameva Jayate,love,Jm7Satp7Zqk,https://i.ytimg.com/vi/Jm7Satp7Zqk/hqdefault.jpg
Milegi Milegi,Mika Singh,BollywoodDance,Stree,joy,1xYZeDReUz4,https://i.ytimg.com/vi/1xYZeDReUz4/hqdefault.jpg
Morni Banke,"Guru Randhawa, Neha Kakkar",BollywoodDance,Badhaai Ho,joy,1EadhOBcfI0,https://i.ytimg.com/vi/1EadhOBcfI0/hqdefault.jpg
Bhare Bazaar,"B Praak, Badshah, Payal Dev, Vishal Dadlani",BollywoodDance,Namaste England,joy,V8428ROKt4A,https://i.ytimg.com/vi/V8428ROKt4A/hqdefault.jpg
Khalibali,Shivam Pathak,BollywoodDance,Padmaavat,joy,v7K4vGYL9zI,https://i.ytimg.com/vi/v7K4vGYL9zI/hqdefault.jpg
Aao Kabhi Haveli Pe,"Badshah, Jigar, Nikhita Gandhi, Sachin Sanghvi",BollywoodDance,Stree,joy,PkgStlsVaqw,https://i.ytimg.com/vi/PkgStlsVaqw/hqdefault.jpg
Badri Ki Dulhania,"Dev Negi, Ikka, Monali Thakur, Neha Kakkar",BollywoodDance,Badrinath Ki Dulhania,joy,1YBl3Zbt80A,https://i.ytimg.com/vi/1YBl3Zbt80A/hqdefault.jpg
Cheez Badi,"Neha Kakkar, Udit Narayan",BollywoodDance,Machine,joy,ckzuI50dThY,https://i.ytimg.com/vi/ckzuI50dThY/hqdefault.jpg
Dholida,"Neha Kakkar, Palak Muchchal, Raja Hassan, Udit Narayan",BollywoodDance,Loveratri,joy,Jh_VKJAEnUY,https://i.ytimg.com/vi/Jh_VKJAEnUY/hqdefault.jpg
Sweetheart,Dev Negi,BollywoodDance,Kedarnath,joy,58r8MDf5sxQ,https://i.ytimg.com/vi/58r8MDf5sxQ/hqdefault.jpg
Namo Namo,Amit Trivedi,BollywoodDevotional,Kedarnath,fear,dx4Teh-nv3A,https://i.ytimg.com/vi/dx4Teh-nv3A/hqdefault.jpg
Qaafirana,"Arijit Singh, Nikhita Gandhi",BollywoodRomantic,Kedarnath,love,ZmcBC9-wAXM,https://i.ytimg.com/vi/ZmcBC9-wAXM/hqdefault.jpg
Tu Hi Re,"Armaan Malik, Shashaa Tirupati",BollywoodDance,2,joy,P4NwOb39sTQ,https://i.ytimg.com/vi/P4NwOb39sTQ/hqdefault.jpg
Chhote Chhote Peg,"Navraj Hans, Neha Kakkar, Yo Yo Honey Singh",BollywoodDance,Sonu Ke Titu Ki Sweety,joy,xvYBg6MWPbM,https://i.ytimg.com/vi/xvYBg6MWPbM/hqdefault.jpg
Galti Se Mistake,"Amit Mishra, Arijit Singh",BollywoodDance,Jagga Jasoos,joy,05TA9jNnCdU,https://i.ytimg.com/vi/05TA9jNnCdU/hqdefault.jpg
Phir Mulaaqat,Jubin Nautiyal,BollywoodRomantic,Cheat India,love,BxOsU5cmnCU,https://i.ytimg.com/vi/BxOsU5cmnCU/hqdefault.jpg
Kala Chashma,"Amar Arshi, Badshah, Neha Kakkar",BollywoodDance,Baar Baar Dekho,joy,k4yXQkG2s1E,https://i.ytimg.com/vi/k4yXQkG2s1E/hqdefault.jpg
Mantoiyat,Raftaar,Bollywood,Manto,neutral,7gUAGZ30F9o,https://i.ytimg.com/vi/7gUAGZ30F9o/hqdefault.jpg
Nashe Si Chadh Gayi,Arijit Singh,BollywoodDance,Befikre,joy,HoCwa6gnmM0,https://i.ytimg.com/vi/HoCwa6gnmM0/hqdefault.jpg
Mera Pyar Tera Pyar,Arijit Singh,BollywoodRomanticSad,Jalebi,sadness,9TLs2Dz95ZA,https://i.ytimg.com/vi/9TLs2Dz95ZA/hqdefault.jpg
Ding Dang,"Amit Mishra, Antara Mitra",BollywoodDance,Munna Michael,joy,O4Qiv4F49t8,https://i.ytimg.com/vi/O4Qiv4F49t8/hqdefault.jpg
Main Tera Boyfriend,"Arijit Singh, Meet Bros, Neha Kakkar",BollywoodDance,Raabta,joy,FQS7i2z1CoA,https://i.ytimg.com/vi/FQS7i2z1CoA/hqdefault.jpg
Laila Main Laila,Pawni Pandey,BollywoodDance,Raees,joy,95I5VaR7GeU,https://i.ytimg.com/vi/95I5VaR7GeU/hqdefault.jpg
Ghoomar,"Shreya Ghoshal, Swaroop Khan",BollywoodDance,Padmaavat,joy,CU1tFtk_NFY,https://i.ytimg.com/vi/CU1tFtk_NFY/hqdefault.jpg
Rafta Rafta Medley,"Akash Ojha, Disha Sharma, Jordi Patel, Rekha, Sonakshi Sinha, Vishal Mishra",BollywoodDance,Yamla Pagla Deewana Phir Se,joy,RrePfUdbY38,https://i.ytimg.com/vi/RrePfUdbY38/hqdefault.jpg
Pal,"Arijit Singh, Shreya Ghoshal",BollywoodRomantic,Jalebi,love,aDFEb_W2t1Y,https://i.ytimg.com/vi/aDFEb_W2t1Y/hqdefault.jpg
Patola,Guru Randhawa,BollywoodDance,Black Mail,joy,z-ZEHL4Df-A,https://i.ytimg.com/vi/z-ZEHL4Df-A/hqdefault.jpg
Pallo Latke,"Fazilpuria, Jyotica Tangri, Yasser Desai",BollywoodDance,Shaadi Mein Zaroor Aana,joy,FjQk-2jHevs,https://i.ytimg.com/vi/FjQk-2jHevs/hqdefault.jpg
Main Badhiya Tu Bhi Badhiya,"Sonu Nigam, Sunidhi Chauhan",Bollywood,Sanju,neutral,lk4lraE0wxU,https://i.ytimg.com/vi/lk4lraE0wxU/hqdefault.jpg
Billionaire,"Simar Kaur, Singhsta, Yo Yo Honey Singh",BollywoodDance,Baazaar,joy,Qoddl7ElLJg,https://i.ytimg.com/vi/Qoddl7ElLJg/hqdefault.jpg
This Party Is Over Now,Yo Yo Honey Singh,BollywoodDance,Mitron,joy,koGTs_14M5A,https://i.ytimg.com/vi/koGTs_14M5A/hqdefault.jpg
Heer Badnaam,Romy,BollywoodDanceSad,Zero,sadness,GvI0BESsmZU,https://i.ytimg.com/vi/GvI0BESsmZU/hqdefault.jpg
Tera Hua,Atif Aslam,BollywoodRomantic,Loveratri,love,-4JV4hur1PM,https://i.ytimg.com/vi/-4JV4hur1PM/hqdefault.jpg
Jaan Nisaar,Arijit Singh,BollywoodRomantic,Kedarnath,love,za4Q_7gYyS4,https://i.ytimg.com/vi/za4Q_7gYyS4/hqdefault.jpg
Akh Lad Jaaye,"Asees Kaur, Badshah, Jubin Nautiyal",BollywoodDanceRomantic,Loveratri,love,zYhBJoBUSYA,https://i.ytimg.com/vi/zYhBJoBUSYA/hqdefault.jpg
Rangtaari,"Dev Negi, Yo Yo Honey Singh",BollywoodDance,Loveratri,joy,fqP5pTPvqZ8,https://i.ytimg.com/vi/fqP5pTPvqZ8/hqdefault.jpg
The Humma Song,"Badshah, Jubin Nautiyal, Shashaa Tirupati",BollywoodDance,Ok Jaanu,joy,1tVL11ULjYY,https://i.ytimg.com/vi/1tVL11ULjYY/hqdefault.jpg
Pehli Baar,Ajay Gogavale,BollywoodRomantic,Dhadak,love,DAzqrQxlXTs,https://i.ytimg.com/vi/DAzqrQxlXTs/hqdefault.jpg
Tera Yaar Hoon Main,Arijit Singh,BollywoodRomanticSad,Sonu Ke Titu Ki Sweety,sadness,EatzcaVJRMs,https://i.ytimg.com/vi/EatzcaVJRMs/hqdefault.jpg
Dilbaro,"Harshdeep Kaur, Shankar Mahadevan, Vibha Saraf",Bollywood,Raazi,neutral,WqUXVw0WlXc,https://i.ytimg.com/vi/WqUXVw0WlXc/hqdefault.jpg
Chhod Diya,Arijit Singh,BollywoodSad,Baazaar,sadness,KMz2pTfRIxw,https://i.ytimg.com/vi/KMz2pTfRIxw/hqdefault.jpg
Maine Tujhko Dekha,"Neeraj Shridhar, Sukriti Kakar",BollywoodDance,Golmaal Again,joy,O3-hJuKpt8c,https://i.ytimg.com/vi/O3-hJuKpt8c/hqdefault.jpg
Allah Duhai Hai,"Amit Mishra, Jonita Gandhi, Sreerama Chandra",BollywoodDance,Race 3,joy,Gop2g29j70Q,https://i.ytimg.com/vi/Gop2g29j70Q/hqdefault.jpg
Cham Cham,Monali Thakur,BollywoodDance,Baaghi,joy,f6vY6tYvKGA,https://i.ytimg.com/vi/f6vY6tYvKGA/hqdefault.jpg
Kar Har Maidaan Fateh,"Shreya Ghoshal, Sukhwinder Singh",BollywoodMotivational,Sanju,surprise,9iIX4PBplAY,https://i.ytimg.com/vi/9iIX4PBplAY/hqdefault.jpg
Kamariya,"Aastha Gill, Divya Kumar, Jigar Saraiya, Sachin Sanghvi",BollywoodDance,Stree,joy,i0_m90T04uw,https://i.ytimg.com/vi/i0_m90T04uw/hqdefault.jpg
Tamma Tamma Again,"Anuradha Paudwal, Badshah, Bappi Lahiri",BollywoodDance,Badrinath Ki Dulhania,joy,EEX_XM6SxmY,https://i.ytimg.com/vi/EEX_XM6SxmY/hqdefault.jpg
Tera Fitoor,Arijit Singh,BollywoodRomantic,Genius,love,qfdShSZZxlg,https://i.ytimg.com/vi/qfdShSZZxlg/hqdefault.jpg
Mere Rashke Qamar,"Nusrat Fateh Ali Khan, Rahat Fateh Ali Khan",BollywoodRomantic,Baadshaho,love,q8gilwzNQEA,https://i.ytimg.com/vi/q8gilwzNQEA/hqdefault.jpg
The Breakup Song,"Arijit Singh, Badshah, Jonita Gandhi, Nakash Aziz",BollywoodDance,Ae Dil Hai Mushkil,joy,kd5KqlmcHNo,https://i.ytimg.com/vi/kd5KqlmcHNo/hqdefault.jpg
Naino Ne Bandhi,Yasser Desai,BollywoodRomantic,Gold,love,Y9ozt29tzgs,https://i.ytimg.com/vi/Y9ozt29tzgs/hqdefault.jpg
Sanu Ek Pal Chain,Rahat Fateh Ali Khan,BollywoodRomantic,Raid,love,13z2kF6TiCc,https://i.ytimg.com/vi/13z2kF6TiCc/hqdefault.jpg
Ban Ja Rani,Guru Randhawa,BollywoodDanceRomantic,Tumhari Sulu,love,hlvbDjksdCg,https://i.ytimg.com/vi/hlvbDjksdCg/hqdefault.jpg
Zaalima,"Arijit Singh, Harshdeep Kaur",BollywoodDanceRomantic,Raees,love,lpdRqn6xwiM,https://i.ytimg.com/vi/lpdRqn6xwiM/hqdefault.jpg
Baarish,"Ash King, Shashaa Tirupati",BollywoodRomantic,Half Girlfriend,love,BNfAf4To73c,https://i.ytimg.com/vi/BNfAf4To73c/hqdefault.jpg
Aashiq Banaya Aapne,"Himesh Reshammiya, Neha Kakkar",BollywoodDance,Hate Story 4,joy,0bAVd9jJE2Q,https://i.ytimg.com/vi/0bAVd9jJE2Q/hqdefault.jpg
Ek Do Teen Song,Shreya Ghoshal,BollywoodDance,Baaghi 2,joy,cLTXQxiQPgE,https://i.ytimg.com/vi/cLTXQxiQPgE/hqdefault.jpg
Tere Liye,"Akanksha Bhandari, Atif Aslam",BollywoodRomantic,Namaste England,love,AlvUuGJccKs,https://i.ytimg.com/vi/AlvUuGJccKs/hqdefault.jpg
Nazam Nazam,"Arko, Ayushman Khurana",BollywoodRomance,Bareilly Ki Barfi,love,DK_UsATwoxI,https://i.ytimg.com/vi/DK_UsATwoxI/hqdefault.jpg
Good Morning,"Shannon Donald, Vishal Dadlani",Bollywood,Ek Ladki Ko Dekha Toh Aisa Laga,neutral,MF3myxYBL6o,https://i.ytimg.com/vi/MF3myxYBL6o/hqdefault.jpg
O Saathi,"Atif Aslam, Payal Dev",BollywoodRomantic,Baaghi 2,love,YuXLN23ZGQo,https://i.ytimg.com/vi/YuXLN23ZGQo/hqdefault.jpg
Tere Jaisa,"Arko, Tulsi Kumar",BollywoodRomantic,Satyameva Jayate,love,9dcBy2uXL7E,https://i.ytimg.com/vi/9dcBy2uXL7E/hqdefault.jpg
Mera Intkam Dekhegi,Krishna Beuraa,BollywoodSad,Shaadi Mein Zaroor Aana,sadness,BiVyN2ftrrs,https://i.ytimg.com/vi/BiVyN2ftrrs/hqdefault.jpg
Gerua,"Antara Mitra, Arijit Singh",BollywoodRomantic,Dilwale,love,AEIVhBS6baE,https://i.ytimg.com/vi/AEIVhBS6baE/hqdefault.jpg
Suraiyya,"Shreya Ghoshal, Vishal Dadlani",BollywoodDance,Thugs of Hindostan,joy,vwm_gOZkyM4,https://i.ytimg.com/vi/vwm_gOZkyM4/hqdefault.jpg
Gold Tamba,Nakash Aziz,BollywoodDance,Batti Gul Meter Chalu,joy,#NAME?,https://i.ytimg.com/vi/-FmpUWJx1Ks/hqdefault.jpg
Ae Dil Hai Mushkil,Arijit Singh,BollywoodSad,Ae Dil Hai Mushkil,sadness,6FURuLYrR_Q,https://i.ytimg.com/vi/6FURuLYrR_Q/hqdefault.jpg
Prem Ratan Dhan Payo,Palak Muchhal,BollywoodDanceRomantic,Prem Ratan Dhan Payo,love,bPk9bSvQQoc,https://i.ytimg.com/vi/bPk9bSvQQoc/hqdefault.jpg
Mohabbat,Sunidhi Chauhan,BollywoodDance,Fanney Khan,joy,n2iwOrVPr3c,https://i.ytimg.com/vi/n2iwOrVPr3c/hqdefault.jpg
Nainowale Ne,Neeti Mohan,BollywoodRomantic,Padmaavat,love,xE9FBL7jUGA,https://i.ytimg.com/vi/xE9FBL7jUGA/hqdefault.jpg
Mummy Kasam,"Gurinder Seagal, Payal Dev",BollywoodDance,Nawabzaade,joy,j4UUH0IlGOc,https://i.ytimg.com/vi/j4UUH0IlGOc/hqdefault.jpg
Aisi Lagi Lagan,Anup Jalota,BollywoodDevotional,Bhajan,fear,a-HaUyDP0Ko,https://i.ytimg.com/vi/CWQWlgNmylU/hqdefault.jpg
Bulleya,"Amit Mishra, Shilpa Rao",BollywoodDanceSad,Ae Dil Hai Mushkil,sadness,wTgrZE9RWNY,https://i.ytimg.com/vi/wTgrZE9RWNY/hqdefault.jpg
Kar Gayi Chull,"Badshah, Fazilpuria, Neha Kakkar, Sukriti Kakar",BollywoodDance,Kapoor & Sons,joy,NTHz9ephYTw,https://i.ytimg.com/vi/NTHz9ephYTw/hqdefault.jpg
Musafir,"Atif Aslam, Palak Muchhal",BollywoodSad,Sweetiee Weds NRI,sadness,Sh3rF46yoKU,https://i.ytimg.com/vi/Sh3rF46yoKU/hqdefault.jpg
Binte Dil,Arijit Singh,BollywoodDance,Padmaavat,joy,9aoUpCXY7uk,https://i.ytimg.com/vi/9aoUpCXY7uk/hqdefault.jpg
Halka Halka,"Divya Kumar, Sunidhi Chauhan",BollywoodRomantic,Fanney Khan,love,nZhLM-FeV9A,https://i.ytimg.com/vi/nZhLM-FeV9A/hqdefault.jpg
Humsafar,"Akhil Sachdeva, Mansheel Gujral",BollywoodRomanticSad,Badrinath Ki Dulhania,sadness,8v-TWxPWIWc,https://i.ytimg.com/vi/8v-TWxPWIWc/hqdefault.jpg
Chad Gayi Hai,"Jigar, Sachin Sanghvi, Vishal Dadlani",BollywoodDance,Gold,joy,efxQli1L7T4,https://i.ytimg.com/vi/efxQli1L7T4/hqdefault.jpg
Govind Bolo Hari Gopal Bolo,Madhuraa Bhattacharya,BollywoodDevotional,Bhajan,fear,D_5BQKitO1U,https://i.pinimg.com/originals/9c/55/3f/9c553fe588a1a8dcccd78a98d51d41ca.jpg
Bole Chudiyan,"Alka Yagnik, Amit Kumar, Kavita Krishnamurthy, Sonu Nigam, Udit Narayan",BollywoodDanceRomantic,Kabhi Khushi Kabhie Gham,love,IBvg3WeqP1U,https://i.ytimg.com/vi/IBvg3WeqP1U/hqdefault.jpg
Sawarne Lage,Jubin Nautiyal,BollywoodRomantic,Mitron,love,wSXGpoDGDbE,https://i.ytimg.com/vi/wSXGpoDGDbE/hqdefault.jpg
Chalti Hai Kya 9 Se 12,"Dev Negi, Neha Kakkar",BollywoodDance,Judwaa 2,joy,UVbcaG2tfSE,https://i.ytimg.com/vi/UVbcaG2tfSE/hqdefault.jpg
Selfish,"Atif Aslam, Iulia Vantur",BollywoodRomantic,Race 3,love,D9kxpUcWID0,https://i.ytimg.com/vi/D9kxpUcWID0/hqdefault.jpg
Oonchi Hai Building,"Anu Malik, Neha Kakkar",BollywoodDance,Judwaa 2,joy,gNN7hyUi0To,https://i.ytimg.com/vi/gNN7hyUi0To/hqdefault.jpg
Shikwa Nahin Kisi Se,Kumar Sanu,BollywoodSad,Naseeb,sadness,unRAnvJhksA,https://i.ytimg.com/vi/unRAnvJhksA/hqdefault.jpg
Sanam Re,Arijit Singh,BollywoodRomantic,Sanam Re,love,DS-raAyMxl4,https://i.ytimg.com/vi/DS-raAyMxl4/hqdefault.jpg
Dekha Hai Pehli Baar,"Alka Yagnik, S.P. Balasubrahmanyam",BollywoodDance,Saajan,joy,heYKmdhNvhc,https://i.ytimg.com/vi/heYKmdhNvhc/hqdefault.jpg
Phir Bhi Tumko Chaahunga,"Arijit Singh, Shashaa Tirupati",BollywoodSad,Half Girlfriend,sadness,_iktURk0X-A,https://i.ytimg.com/vi/_iktURk0X-A/hqdefault.jpg
Suit Suit,"Arjun, Guru Randhawa",BollywoodDance,Hindi Medium,joy,uQ763VvqiEM,https://i.ytimg.com/vi/uQ763VvqiEM/hqdefault.jpg
Nachange Saari Raat,"Meet Bros, Neeraj Shridhar, Tulsi Kumar",BollywoodDance,Junooniyat,joy,rxMmistOjCA,https://i.ytimg.com/vi/rxMmistOjCA/hqdefault.jpg
Ishq Di Baajiyan,Diljit Dosanjh,BollywoodRomantic,Soorma,love,knIiRy5aC2A,https://i.ytimg.com/vi/knIiRy5aC2A/hqdefault.jpg
Hard Hard,"Mika Singh, Prakriti Kakar, Sachet Tandon",BollywoodDance,Batti Gul Meter Chalu,joy,uvcU_pvcdj4,https://i.ytimg.com/vi/uvcU_pvcdj4/hqdefault.jpg
Udi Udi Jaye,"Bhoomi Trivedi, Karsan Sagathia, Sukhwinder Singh",BollywoodDance,Raees,joy,WQfdwsPao9E,https://i.ytimg.com/vi/WQfdwsPao9E/hqdefault.jpg
Nazar Na Lag Jaaye,"Ash King, Jigar, Sachin Sanghvi",BollywoodRomantic,Stree,love,#NAME?,https://i.ytimg.com/vi/-JMtKCqnkm0/hqdefault.jpg
Nachle Na,"Guru Randhawa, Neeti Mohan",BollywoodDance,Dil Juunglee,joy,cajMxG9Y-Dk,https://i.ytimg.com/vi/cajMxG9Y-Dk/hqdefault.jpg
Hatt Ja Tau,Sunidhi Chauhan,BollywoodDance,Veerey Ki Wedding,joy,XXfTL-umTnE,https://i.ytimg.com/vi/XXfTL-umTnE/hqdefault.jpg
Chittiyaan Kalaiyaan,"Anjjan, Kanika Kapoor, Meet Bros",BollywoodDance,Roy,joy,zpsVpnvFfZQ,https://i.ytimg.com/vi/zpsVpnvFfZQ/hqdefault.jpg
La La La (Baazaar),"Bilal Saeed, Neha Kakkar",BollywoodDanceRomantic,Baazaar,love,H3l1B_0Jdmc,https://i.ytimg.com/vi/H3l1B_0Jdmc/hqdefault.jpg
Tujhse Kahan Judaa Hoon Main,"Himesh Reshammiya, Neeti Mohan, Vineet Singh",BollywoodSad,Genius,sadness,6sRY6DGeLIs,https://i.ytimg.com/vi/6sRY6DGeLIs/hqdefault.jpg
Hua Hain Aaj Pehli Baar,"Armaan Malik, Palak Muchhal",BollywoodRomantic,Sanam Re,love,DGVJtAHzzDQ,https://i.ytimg.com/vi/DGVJtAHzzDQ/hqdefault.jpg
Jay-Jaykara,Kailash Kher,BollywoodSad,Baahubali 2 - The Conclusion,sadness,F-JoqgpSsBc,https://i.ytimg.com/vi/F-JoqgpSsBc/hqdefault.jpg
Tu Hi Hai,Rahul Mishra,Bollywood,Half Girlfriend,neutral,KyMNLIYRsR4,https://i.ytimg.com/vi/KyMNLIYRsR4/hqdefault.jpg
Hawa Hawa,"Mika Singh, Prakriti Kakkar",BollywoodDance,Mubarakan,joy,X8t8axbZnH8,https://i.ytimg.com/vi/X8t8axbZnH8/hqdefault.jpg
Bhangra Ta Sajda,"Neha Kakkar, Romy, Shashwat Sachdev, Surya Ragunaathan",BollywoodDance,Veere Di Wedding,joy,79LYLnBsc8Y,https://i.ytimg.com/vi/79LYLnBsc8Y/hqdefault.jpg
Deewani Mastani,"Ganesh Chandanshive, Shreya Ghoshal",BollywoodDance,Bajirao Mastani,joy,h6lHUn20J5g,https://i.ytimg.com/vi/h6lHUn20J5g/hqdefault.jpg
O Meri Laila,"Atif Aslam, Jyotica Tangri",BollywoodRomantic,Laila Majnu,love,ThPinA3THas,https://i.ytimg.com/vi/ThPinA3THas/hqdefault.jpg
Lo Safar,Jubin Nautiyal,BollywoodRomantic,Baaghi 2,love,jcV7i0WM9jU,https://i.ytimg.com/vi/jcV7i0WM9jU/hqdefault.jpg
Chalte Chalte,Atif Aslam,BollywoodRomantic,Mitron,love,rkOakcMqJ-8,https://i.ytimg.com/vi/rkOakcMqJ-8/hqdefault.jpg
Party Chale On,"Iulia Vantur, Mika Singh",BollywoodDance,Race 3,joy,OUPxCuvjls0,https://i.ytimg.com/vi/OUPxCuvjls0/hqdefault.jpg
Sweety Tera Drama,"Dev Negi, Pawni Pandey, Shraddha Pandit",BollywoodDance,Bareilly Ki Barfi,joy,RpuhD_xKadk,https://i.ytimg.com/vi/RpuhD_xKadk/hqdefault.jpg
Ek Dil Ek Jaan,Shivam Pathak,BollywoodRomantic,Padmaavat,love,c64I9HNpiOY,https://i.ytimg.com/vi/c64I9HNpiOY/hqdefault.jpg
Ae Watan,Arijit Singh,BollywoodPatriotic,Raazi,neutral,BKx_B1VZ2kw,https://i.ytimg.com/vi/BKx_B1VZ2kw/hqdefault.jpg
