Song-Name,Singer/Artists,Genre,Album/Movie,emotion,videoId,channelTitle
Pyar Ke Liye,Alka Yagnik,BollywoodRomantic,Dil Kya Kare,love,3462nGSSHnE,https://i.ytimg.com/vi/3462nGSSHnE/hqdefault.jpg
Dil Na Diya,Kunal Ganjawala,BollywoodDance,Krrish,joy,FrHFtoEHw08,https://i.ytimg.com/vi/FrHFtoEHw08/hqdefault.jpg
Sukoon Mila,Arijit Singh,BollywoodRomantic,Mary Kom,love,rRx88tN2LYo,https://i.ytimg.com/vi/rRx88tN2LYo/hqdefault.jpg
Dil To Pagal Hai,"Lata Mangeshkar, Udit Narayan",BollywoodRomantic,Dil To Pagal Hai,love,lZ2PhyBF3GQ,https://i.ytimg.com/vi/lZ2PhyBF3GQ/hqdefault.jpg
Do Anjaane Ajnabi,"Shreya Ghoshal, Udit Narayan",BollywoodRomantic,Vivah,love,tJuivqCGCpI,https://i.ytimg.com/vi/tJuivqCGCpI/hqdefault.jpg
Tujh Mein Rab Dikhta Hai,Roop Kumar Rathod,BollywoodRomantic,Rab Ne Bana Di Jodi,love,qoq8B8ThgEM,https://i.ytimg.com/vi/qoq8B8ThgEM/hqdefault.jpg
Palki Mein Hoke Sawar Chali Re,Alka Yagnik,BollywoodDance,Khal Nayak,joy,ZmJhUf2whiQ,https://i.ytimg.com/vi/ZmJhUf2whiQ/hqdefault.jpg
Andekhi Anjaani,"Lata Mangeshkar, Udit Narayan",BollywoodRomantic,Mujhse Dosti Karoge!,love,bBvlfHU4nDI,https://i.ytimg.com/vi/bBvlfHU4nDI/hqdefault.jpg
Dhinka Chika,"Amrita Kak, Mika Singh",BollywoodDance,Ready,joy,p6D8u6lEDjQ,https://i.ytimg.com/vi/p6D8u6lEDjQ/hqdefault.jpg
Main Agar,Atif Aslam,BollywoodRomantic,Tubelight,love,JGwWNGJdvx8,https://store.playstation.com/store/api/chihiro/00_09_000/container/IN/en/99/EP2402-CUSA05624_00-AV00000000000068/0/image?_version=00_09_000&platform=chihiro&bg_color=000000&opacity=100&w=720&h=720
Kyon,"Papon, Sunidhi Chauhan",BollywoodRomantic,Barfi,love,pxQyPsw3ro8,https://i.ytimg.com/vi/pxQyPsw3ro8/hqdefault.jpg
Tera Mera Milna,"Himesh Reshammiya, Shreya Ghoshal",BollywoodSad,Aap Kaa Surroor,sadness,vJQvXHnkcIo,https://i.ytimg.com/vi/vJQvXHnkcIo/hqdefault.jpg
Daayre,Arijit Singh,BollywoodRomantic,Dilwale,love,59esPpakrGs,https://i.ytimg.com/vi/59esPpakrGs/hqdefault.jpg
Sahiba,"Pawni Pandey, Romy",BollywoodSad,Phillauri,sadness,jBWKpN5cZIg,https://i.ytimg.com/vi/jBWKpN5cZIg/hqdefault.jpg
Saajan Saajan,"Alka Yagnik, Kumar Sanu, Udit Narayan",BollywoodDanceRomantic,Dil Ka Rishta,love,s7qOjXlW7d4,https://i.ytimg.com/vi/s7qOjXlW7d4/hqdefault.jpg
Aisa Des Hai Mera,"Gurdas Maan, Lata Mangeshkar, Preetha Mazumdar, Udit Narayan",BollywoodPatriotic,Veer Zaara,neutral,wDheWYmNEhQ,https://i.ytimg.com/vi/wDheWYmNEhQ/hqdefault.jpg
Lost Without You,"Ami Mishra, Anushka Shahaney",BollywoodSad,Half Girlfriend,sadness,I2jS5FuGgTU,https://i.ytimg.com/vi/I2jS5FuGgTU/hqdefault.jpg
Dhal Jaun Main,"Aakanksha Sharma, Jubin Nautiyal",BollywoodRomanticSad,Rustom,sadness,5M3nn0g6w-U,https://i.ytimg.com/vi/5M3nn0g6w-U/hqdefault.jpg
Badass Babuaa,"Abhishek Nailwal, Neha Bhasin, Sameer Uddin",BollywoodDance,Bareilly Ki Barfi,joy,Ev42bToEkDQ,https://i.ytimg.com/vi/Ev42bToEkDQ/hqdefault.jpg
Aaj Kehna Zaroori Hai,"Alka Yagnik, Udit Narayan",BollywoodRomantic,Andaaz,love,yo68DfZXDxw,https://i.ytimg.com/vi/yo68DfZXDxw/hqdefault.jpg
Ye Toh Sach Hai Ke Bhagwan,Hariharan,BollywoodDance,Hum Saath-Saath Hain,joy,sQ0zy8h12fs,https://i.ytimg.com/vi/sQ0zy8h12fs/hqdefault.jpg
Dastaan-e-Om Shanti Om,Shaan,BollywoodDance,Om Shanti Om,joy,ymuNkKuToao,https://i.ytimg.com/vi/ymuNkKuToao/hqdefault.jpg
Saanson Ke,K.K.,BollywoodSad,Raees,sadness,QiHEoVSP9mg,https://i.ytimg.com/vi/QiHEoVSP9mg/hqdefault.jpg
O Jiji,"Pamela Jain, Shreya Ghoshal",BollywoodDance,Vivah,joy,9Dk9dyuaZhw,https://i.ytimg.com/vi/9Dk9dyuaZhw/hqdefault.jpg
Hug Me,"Kanika Kapoor, Raghav Sachar",BollywoodDance,Beiimaan Love,joy,qFQZYEf70QU,https://i.ytimg.com/vi/qFQZYEf70QU/hqdefault.jpg
Halkat Jawani,Sunidhi Chauhan,BollywoodDance,Heroine,joy,17yoNes5PBE,https://i.ytimg.com/vi/17yoNes5PBE/hqdefault.jpg
Ek Dil Hai,"Alka Yagnik, Kumar Sanu",BollywoodRomantic,Ek Rishtaa,love,Qsk8onj4Zh8,https://i.ytimg.com/vi/Qsk8onj4Zh8/hqdefault.jpg
Black Jama Hai,Sukhwinder Singh,Bollywood,Raid,neutral,s-wbEn1FBYw,https://i.ytimg.com/vi/s-wbEn1FBYw/hqdefault.jpg
Confused Lover,"Aaniya, Mika Singh",BollywoodDance,Teri Bhabhi Hai Pagle,joy,UoTtE4lvijg,https://i.ytimg.com/vi/UoTtE4lvijg/hqdefault.jpg
Tumse Milne Ki Tamanna Hai,S.P. Balasubrahmanyam,BollywoodDance,Saajan,joy,thjRNwjmAdQ,https://i.ytimg.com/vi/thjRNwjmAdQ/hqdefault.jpg
Afsana,"Himesh Reshammiya, Tulsi Kumar",BollywoodDance,Dil Diya Hai,joy,psaBpso9BG4,https://i.ytimg.com/vi/psaBpso9BG4/hqdefault.jpg
Naina,"Armaan Malik, Sona Mohapatra",BollywoodRomanticSad,Khoobsurat,sadness,KzBa4ZKTVjE,https://i.ytimg.com/vi/KzBa4ZKTVjE/hqdefault.jpg
Naina,"Armaan Malik, Sona Mohapatra",BollywoodSad,Khoobsurat,sadness,KzBa4ZKTVjE,https://i.ytimg.com/vi/KzBa4ZKTVjE/hqdefault.jpg
Dil Mein Dard Sa Jaga Hai,"Alka Yagnik, Udit Narayan",BollywoodDance,Kranti,joy,zm4HlFRQ6uE,https://i.ytimg.com/vi/zm4HlFRQ6uE/hqdefault.jpg
Anarkali Disco Chali,"Mamta Sharma, Sukhwinder Singh",BollywoodDance,Housefull 2,joy,sONw3dihCRs,https://i.ytimg.com/vi/sONw3dihCRs/hqdefault.jpg
Jab Dil Miley,"Asha Bhosle, Udit Narayan",BollywoodDance,Yaadein,joy,HhYXoMZt7OM,https://i.ytimg.com/vi/HhYXoMZt7OM/hqdefault.jpg
Humko Humise Chura Lo,"Lata Mangeshkar, Udit Narayan",BollywoodRomantic,Mohabbatein,love,zWPsjhBaRb0,https://i.ytimg.com/vi/zWPsjhBaRb0/hqdefault.jpg
Make Some Noise For The Desi Boyz,"Bob, K.K.",BollywoodDance,Desi Boyz,joy,lyWHtKq1PcQ,https://i.ytimg.com/vi/lyWHtKq1PcQ/hqdefault.jpg
Aga Bhai,Monali Thakur,BollywoodDance,Aiyyaa,joy,CHwlXtF3zXs,https://i.ytimg.com/vi/CHwlXtF3zXs/hqdefault.jpg
Sehmi Hai Dhadkan,Atif Aslam,BollywoodSad,Daas Dev,sadness,6BxjYvg9KMw,https://i.ytimg.com/vi/6BxjYvg9KMw/hqdefault.jpg
Jawaani Le Doobi,"Kanika Kapoor, Uvie",BollywoodDance,Kyaa Kool Hain Hum 3,joy,u6fBvTVJqoM,https://i.ytimg.com/vi/u6fBvTVJqoM/hqdefault.jpg
Humko Tumse Pyar Hai,Abhijeet,BollywoodDance,Ishq,joy,fVwDDKwODN4,https://i.ytimg.com/vi/fVwDDKwODN4/hqdefault.jpg
Sadda Move,"Diljit Dosanjh, Pardeep Singh Sran",BollywoodDance,Raabta,joy,Xf0sFq5IdCI,https://i.ytimg.com/vi/Xf0sFq5IdCI/hqdefault.jpg
Soniyo,"Neeraj Shridhar, Raju Singh, Shreya Ghoshal, Sonu Nigam",BollywoodRomantic,Raaz,love,owJQROW35Ow,https://i.ytimg.com/vi/owJQROW35Ow/hqdefault.jpg
Kaun Nachdi,"Guru Randhawa, Neeti Mohan",BollywoodDance,Sonu Ke Titu Ki Sweety,joy,NbWKYgaWzbI,https://i.ytimg.com/vi/NbWKYgaWzbI/hqdefault.jpg
Dhoom Machale,Sunidhi Chauhan,BollywoodDanceRomantic,Dhoom,love,2uUmHTgT65I,https://i.ytimg.com/vi/2uUmHTgT65I/hqdefault.jpg
Door Na Ja,Sonu Nigam,BollywoodSad,Mitron,sadness,zgsT4epSmpU,https://i.ytimg.com/vi/zgsT4epSmpU/hqdefault.jpg
Ishq Shava,"Raghav Mathur, Shilpa Rao",BollywoodDance,Jab Tak Hai Jaan,joy,iEJPDYrLtsI,https://i.ytimg.com/vi/iEJPDYrLtsI/hqdefault.jpg
Boss Title Track,"Anjjan, Meet Bros, Yo Yo Honey Singh",BollywoodDance,Boss,joy,XE5pvFV6zgM,https://i.ytimg.com/vi/XE5pvFV6zgM/hqdefault.jpg
Tum Ko Dekha To Yeh Khayal Aya,"Chitra Singh, Jagjit Singh",BollywoodRomantic,Saath Saath,love,#NAME?,https://i.ytimg.com/vi/-GRqHkV9Bls/hqdefault.jpg
Jaane Nahi Denge Tujhe,Sonu Nigam,BollywoodSad,3 Idiots,sadness,jE3deqmhZy4,https://i.ytimg.com/vi/jE3deqmhZy4/hqdefault.jpg
Tadap Tadap,"Dominique, K.K.",BollywoodSad,Hum Dil De Chuke Sanam,sadness,KwiDJclWo44,https://i.ytimg.com/vi/KwiDJclWo44/hqdefault.jpg
Senti Wali Mental,"Amit Trivedi, Arijit Singh, Neeti Mohan, Swanand Kirkire",BollywoodDance,Shaandaar,joy,qIh6Yk-E1So,https://i.ytimg.com/vi/qIh6Yk-E1So/hqdefault.jpg
Sapna Jahan,"Neeti Mohan, Sonu Nigam",BollywoodSad,Brothers,sadness,lHJp_3g2MAI,https://i.ytimg.com/vi/lHJp_3g2MAI/hqdefault.jpg
Urvashi Urvashi,"A.R. Rahman, Noel James, Shankar Mahadevan",BollywoodDance,Hum Se Hai Muqabala,joy,dkedupX73xs,https://i.ytimg.com/vi/dkedupX73xs/hqdefault.jpg
Tere Bina,"Arijit Singh, Priya Saraiya",BollywoodRomantic,Haseena Parkar,love,9JDSGhhiOwI,https://i.ytimg.com/vi/9JDSGhhiOwI/hqdefault.jpg
Hoor,Atif Aslam,BollywoodSad,Hindi Medium,sadness,ioj6YBaSAyE,https://i.ytimg.com/vi/ioj6YBaSAyE/hqdefault.jpg
Chhoti Chhoti Raatein,"Anuradha Paudwal, Sonu Nigam",BollywoodDanceRomantic,Tum Bin,love,_NyhCA6BJsM,https://i.ytimg.com/vi/_NyhCA6BJsM/hqdefault.jpg
Sanson Ki Zarurat Hai Jaise,Kumar Sanu,BollywoodRomantic,Aashiqui,love,YCuhzjK11iA,https://i.ytimg.com/vi/YCuhzjK11iA/hqdefault.jpg
Zoobi Doobi,"Shreya Ghoshal, Sonu Nigam",BollywoodDanceRomantic,3 Idiots,love,V056WNg3ECo,https://i.ytimg.com/vi/V056WNg3ECo/hqdefault.jpg
Mannat,"Keerthi Sagathia, Shreya Ghoshal, Sonu Nigam",BollywoodDance,Daawat e Ishq,joy,_7dxX6mF0Iw,https://i.ytimg.com/vi/_7dxX6mF0Iw/hqdefault.jpg
Intezaar,Shreya Ghoshal,BollywoodSad,Tera Intezaar,sadness,Fj9IrJ8pPzc,https://i.ytimg.com/vi/Fj9IrJ8pPzc/hqdefault.jpg
Agar Tu Hota,Ankit Tiwari,BollywoodSad,Baaghi,sadness,y1AhnOVOKSU,https://i.ytimg.com/vi/y1AhnOVOKSU/hqdefault.jpg
Hai Dil,"Alka Yagnik, Kumar Sanu",BollywoodRomantic,Dil Ka Rishta,love,BOEOSdwC7RA,https://i.ytimg.com/vi/BOEOSdwC7RA/hqdefault.jpg
Pardesiya,"Ehsaan Noorani, Hemant Brijwasi, Sahil Akhtar, Shankar Mahadevan, Shehnaz Akhtar",BollywoodSad,Soorma,sadness,FF3cEPji3Jo,https://i.ytimg.com/vi/FF3cEPji3Jo/hqdefault.jpg
Ishtehaar,"Dhvani Bhanushali, Rahat Fateh Ali Khan",BollywoodSad,Welcome To New York,sadness,anxOgp8cWgE,https://i.ytimg.com/vi/anxOgp8cWgE/hqdefault.jpg
Twist,Neeraj Shridhar,BollywoodDance,Love Aj Kal,joy,KgmeL_xuB0I,https://i.ytimg.com/vi/KgmeL_xuB0I/hqdefault.jpg
You’re My Life,"Earl, Shaan, Shweta Pandit, Suzanne D'Mello",BollywoodDanceRomantic,Partner,love,_Dj3w-MUUj0,https://i.ytimg.com/vi/_Dj3w-MUUj0/hqdefault.jpg
Mat Maari,"Kunal Ganjawala, Sunidhi Chauhan",BollywoodDance,R... Rajkumar,joy,kuEeCAnB3EI,https://i.ytimg.com/vi/kuEeCAnB3EI/hqdefault.jpg
Mujhse Juda Hokar,"Lata Mangeshkar, S.P. Balasubrahmanyam",BollywoodSad,Hum Aapke Hain Koun,sadness,Q8bKKn8gBVY,https://i.ytimg.com/vi/Q8bKKn8gBVY/hqdefault.jpg
Second Hand Jawaani,"Miss Pooja, Nakkash Aziz, Neha Kakkar",BollywoodDance,Cocktail,joy,8w5AvnsvH44,https://i.ytimg.com/vi/8w5AvnsvH44/hqdefault.jpg
Satyam Shivam Sundaram,Lata Mangeshkar,Bollywood Devotional,Bhajan,fear,yJjgpqzBXKQ,https://i.ytimg.com/vi/yJjgpqzBXKQ/maxresdefault.jpg
Tere Naina,"Shafqat Amanat Ali, Shankar Ehsaan Loy",BollywoodRomantic,My Name is Khan,love,qYjPxdLIuk0,https://i.ytimg.com/vi/qYjPxdLIuk0/hqdefault.jpg
Haathon Mein Thhe Haath,"Aditi Singh Sharma, Altamash Faridi, Arpita Mukherjee, Papon",BollywoodSad,Mubarakan,sadness,67tL2SjqicQ,https://i.ytimg.com/vi/67tL2SjqicQ/hqdefault.jpg
Gajanana,"Shreyas Puranik, Sukhwinder Singh",BollywoodDevotional,Bajirao Mastani,fear,KJF8t-BWVRM,https://i.ytimg.com/vi/KJF8t-BWVRM/hqdefault.jpg
Tum Mile,Neeraj Shridhar,BollywoodRomantic,Tum Mile,love,w6AZ52kaWTw,https://i.ytimg.com/vi/w6AZ52kaWTw/hqdefault.jpg
Meri Khamoshi Hai,Ishan Mitra,BollywoodSad,Pari,sadness,9cFNvm36T7o,https://i.ytimg.com/vi/9cFNvm36T7o/hqdefault.jpg
Oh My Darling,"Alisha Chinai, Sonu Nigam",BollywoodDance,Mujhse Dosti Karoge!,joy,usLLKvmCLXg,https://i.ytimg.com/vi/usLLKvmCLXg/hqdefault.jpg
Nainon Men Sapna,"Kishore Kumar, Lata Mangeshkar",BollywoodDance,Himmatwala,joy,7Yo8nX9u8_k,https://i.ytimg.com/vi/7Yo8nX9u8_k/hqdefault.jpg
Tu Jo Hain,Ankit Tiwari,BollywoodRomanticSad,Mr. X,sadness,dFCFAhAONgk,https://i.ytimg.com/vi/dFCFAhAONgk/hqdefault.jpg
Dheere Dheere Bol Koi Sun Na Le,"Lata Mangeshkar, Mukesh",BollywoodRomantic,Gora Aur Kala,love,AbCjMUXN8AQ,https://i.ytimg.com/vi/AbCjMUXN8AQ/hqdefault.jpg
Mohenjo Daro,"A.R. Rahman, Arijit Singh, Bela Shende, Sanah Moidutty",BollywoodDance,Mohenjo Daro,joy,57NAjWuPeOs,https://i.ytimg.com/vi/57NAjWuPeOs/hqdefault.jpg
Jai Jai Shiv Shankar,"Kishore Kumar, Lata Mangeshkar",BollywoodDance,Aap Ki Kasam,joy,oGneAab3e88,https://i.ytimg.com/vi/oGneAab3e88/hqdefault.jpg
Ladki Kyon Na Jane Kyon,"Alka Yagnik, Shaan",BollywoodDance,Hum Tum,joy,6WLugDJYXmM,https://i.ytimg.com/vi/6WLugDJYXmM/hqdefault.jpg
Drama Queen,"Shreya Ghoshal, Vishal Dadlani",BollywoodDance,Hasee Toh Phasee,joy,0Qs-Suk42dY,https://i.ytimg.com/vi/0Qs-Suk42dY/hqdefault.jpg
Khaike Paan Banaras Wala,Kishore Kumar,BollywoodDance,Don,joy,VyqhPYe0vew,https://i.ytimg.com/vi/VyqhPYe0vew/hqdefault.jpg
Tu Hi Haqeeqat,"Irshan Ashraf, Javed Ali, Shadaab Faridi",BollywoodRomantic,Tum Mile,love,x3bJeJDgRJQ,https://i.ytimg.com/vi/x3bJeJDgRJQ/hqdefault.jpg
Tune Maari Entriyaan (Bangla Version),"Bappi Lahiri, Monali Thakur",BollywoodDance,Gunday,joy,LhGXTSr0uv4,https://i.ytimg.com/vi/LhGXTSr0uv4/hqdefault.jpg
Gudgudi,Sunidhi Chauhan,Bollywood,Secret Superstar,neutral,igwDhNTDycU,https://i.ytimg.com/vi/igwDhNTDycU/hqdefault.jpg
Yeh Kaisi Jagah,"Deepali Sathe, Zubeen Garg",BollywoodSad,Hamari Adhuri Kahani,sadness,705E59Lrcos,https://i.ytimg.com/vi/705E59Lrcos/hqdefault.jpg
Bass Gira De Raja,Shashwat Sachdev,Bollywood,Veere Di Wedding,neutral,VULt0z8S_ks,https://i.ytimg.com/vi/VULt0z8S_ks/hqdefault.jpg
Wada Karle Sajna Tere Bina,"Lata Mangeshkar, Mohammed Rafi",BollywoodRomantic,Haath Ki Safai,love,9nkADFXXL0s,https://i.ytimg.com/vi/9nkADFXXL0s/hqdefault.jpg
Jhalla Wallah,Shreya Ghoshal,BollywoodDance,Ishaqzaade,joy,fqjXS7X9_5s,https://i.ytimg.com/vi/fqjXS7X9_5s/hqdefault.jpg
Hamesha Tumko Chaha,"Kavita Krishnamurthy, Udit Narayan",BollywoodSad,Devdas,sadness,hS5Gea81kxI,https://i.ytimg.com/vi/hS5Gea81kxI/hqdefault.jpg
Mujhko Barsaat Bana Lo,Armaan Malik,BollywoodRomantic,Junooniyat,love,ZXJ98UfSp6M,https://i.ytimg.com/vi/ZXJ98UfSp6M/hqdefault.jpg
Aaya Tere Dar Par,"Ahmed Hussain, Javed Hussain, Mohd Vakil, Mohd. Hussain",BollywoodDevotional,Veer Zaara,fear,D_ShYllfh9I,https://i.ytimg.com/vi/D_ShYllfh9I/hqdefault.jpg
Ho Nahi Sakta,Udit Narayan,BollywoodRomantic,Diljale,love,0vXTVXM6HEE,https://i.ytimg.com/vi/0vXTVXM6HEE/hqdefault.jpg
Saale Sapne,Mohit Chauhan,Bollywood,Padman,neutral,PmiEtQT8TpI,https://i.ytimg.com/vi/PmiEtQT8TpI/hqdefault.jpg
Kaun Tujhe,Armaan Malik,BollywoodRomantic,M.S. Dhoni-The Untold Story,love,atVof3pjT-I,https://i.ytimg.com/vi/atVof3pjT-I/hqdefault.jpg
Tere Liye,"Atif Aslam, Shreya Ghoshal",BollywoodDance,Prince,joy,AlvUuGJccKs,https://i.ytimg.com/vi/AlvUuGJccKs/hqdefault.jpg
Tu Isaq Mera,"Meet Bros, Neha Kakkar",BollywoodRomanticSensual,Hate Story 3,love,7o9Nc9dANzs,https://i.ytimg.com/vi/7o9Nc9dANzs/hqdefault.jpg
Shaam Shaandaar,Amit Trivedi,BollywoodDance,Shaandaar,joy,D21Di3NXcYM,https://i.ytimg.com/vi/D21Di3NXcYM/hqdefault.jpg
Banjaara,Sukhwinder Singh,BollywoodDanceRomantic,Ek Tha Tiger,love,0NFxcNheoLc,https://i.ytimg.com/vi/0NFxcNheoLc/hqdefault.jpg
Akkha India Janta Hai,Kumar Sanu,BollywoodRomantic,Jaan Tere Naam,love,#NAME?,https://i.ytimg.com/vi/-xdd0E_V7WE/hqdefault.jpg
Tharki Chokro,Swaroop Khan,BollywoodDance,PK,joy,nd4wsdUMorY,https://i.ytimg.com/vi/nd4wsdUMorY/hqdefault.jpg
Phir Se,"Nikhil Dsouza, Shreya Ghoshal",Bollywood,Phir Se,neutral,EMLnRVe7D0w,https://i.ytimg.com/vi/EMLnRVe7D0w/hqdefault.jpg
Gale Lag Ja,"Banjyotsna, Javed Ali",BollywoodDanceSensual,De Dana Dan,joy,73P0XInJBDc,https://i.ytimg.com/vi/73P0XInJBDc/hqdefault.jpg
Aadat (Juda Hoke Bhi),Atif Aslam,BollywoodSad,Kalyug,sadness,GtQlQUFyDtk,https://i.ytimg.com/vi/GtQlQUFyDtk/hqdefault.jpg
Jane Kaise Kab Kahan Iqrar Ho Gaya,"Kishore Kumar, Lata Mangeshkar",BollywoodRomantic,Shakti,love,KyCPwtZI4OI,https://i.ytimg.com/vi/KyCPwtZI4OI/hqdefault.jpg
Agar Tum Mil Jao,Shreya Ghoshal,BollywoodRomantic,Zeher,love,8vbeVLBW8Fk,https://i.ytimg.com/vi/8vbeVLBW8Fk/hqdefault.jpg
Kaara Fankaara,"A.R. Rahman, Aaryan Dinesh Kanagaratnam, Ashima Mahajan, Hard Kaur, Kaly, Paroma Dasgupta, Shashaa Tirupati",BollywoodDance,Ok Jaanu,joy,Jd_tgOPK60Y,https://i.ytimg.com/vi/Jd_tgOPK60Y/hqdefault.jpg
Chokra Jawaan,"Sunidhi Chauhan, Vishal Dadlani",BollywoodDance,Ishaqzaade,joy,T4tedh_11hg,https://i.ytimg.com/vi/T4tedh_11hg/hqdefault.jpg
Didi Tera Devar Deewana,"Lata Mangeshkar, S.P. Balasubrahmanyam",BollywoodDance,Hum Aapke Hain Koun,joy,tEKi6vnPApI,https://i.ytimg.com/vi/tEKi6vnPApI/hqdefault.jpg
Saiyan Re,"Mohammed Irfan, Palak Muchhal",BollywoodRomantic,Nirdosh,love,A5pSnIwbpaM,https://i.ytimg.com/vi/A5pSnIwbpaM/hqdefault.jpg
Pal Pal Dil Ke Paas,Kishore Kumar,BollywoodRomantic,Blackmail,love,lgTHGZF3BQw,https://i.ytimg.com/vi/lgTHGZF3BQw/hqdefault.jpg
Rail Gaddi,"Navraj Hans, Swati Sharrma",BollywoodDance,Tutak Tutak Tutiya,joy,BZudL4phl2I,https://i.ytimg.com/vi/BZudL4phl2I/hqdefault.jpg
Ek Din Bik Jayega Mati Ke Mol,Mukesh,BollywoodDance,Dharam Karam,joy,2wvbq1XUIwI,https://i.ytimg.com/vi/2wvbq1XUIwI/hqdefault.jpg
Main Koi Aisa Geet,Abhijeet,BollywoodDance,Yes Boss,joy,vzlXfZlH5dk,https://i.ytimg.com/vi/vzlXfZlH5dk/hqdefault.jpg
Yeh Ishq Hai,Shreya Ghoshal,BollywoodDance,Jab We Met,joy,dXpG0kavjUo,https://i.ytimg.com/vi/dXpG0kavjUo/hqdefault.jpg
Alizeh,"Alizeh Ash King, Arijit Singh, Shashwat Singh",BollywoodRomantic,Ae Dil Hai Mushkil,love,QkYWZSetSrQ,https://i.ytimg.com/vi/QkYWZSetSrQ/hqdefault.jpg
Kaho Na Kaho,Amir Jamal,BollywoodRomanticSensual,Murder,love,8VDW7QRdaOo,https://i.ytimg.com/vi/8VDW7QRdaOo/hqdefault.jpg
Imli Ka Boota,"Mohammad Aziz, Sudesh Bhonsle",Bollywood,Saudagar,neutral,BSlm5KYDhjU,https://i.ytimg.com/vi/BSlm5KYDhjU/hqdefault.jpg
Hey Shona,"Shaan, Sunidhi Chauhan",BollywoodDanceRomantic,Tara Rum Pum,love,vxVsDSB5UWw,https://i.ytimg.com/vi/vxVsDSB5UWw/hqdefault.jpg
Chalte Chalte,"Manohar Shetty, Preetha Mazumdar, Sonali Bhatawdekar, Udbhav",BollywoodDance,Mohabbatein,joy,X-40R7SfXJ4,https://i.ytimg.com/vi/X-40R7SfXJ4/hqdefault.jpg
Iktara,"Amit Trivedi, Amitabh Bhattacharya, Kavita Seth",BollywoodRomantic,Wake Up Sid,love,fSS_R91Nimw,https://i.ytimg.com/vi/fSS_R91Nimw/hqdefault.jpg
Aap Ki Nazron Ne Samjha,Lata Mangeshkar,BollywoodRomantic,Anpadh,love,Wv-VlQMD0VY,https://i.ytimg.com/vi/Wv-VlQMD0VY/hqdefault.jpg
Tu Chahiye,Atif Aslam,BollywoodRomantic,Bajrangi Bhaijaan,love,zuvla6ABKbs,https://i.ytimg.com/vi/zuvla6ABKbs/hqdefault.jpg
Ole Ole,Abhijeet,BollywoodDance,Ye Dillagi,joy,TOPfQwX0xQw,https://i.ytimg.com/vi/TOPfQwX0xQw/hqdefault.jpg
Tutak Tutak Tutiya,"Kanika Kapoor, Malkit Singh, Sonu Sood",BollywoodDance,Tutak Tutak Tutiya,joy,edRgLP-bO10,https://i.ytimg.com/vi/edRgLP-bO10/hqdefault.jpg
Meri Duniya Tu Hi Re,"Shaan, Shankar Mahadevan, Sonu Nigam",BollywoodDance,Heyy Babyy,joy,vCvzc2LSlWw,https://i.ytimg.com/vi/vCvzc2LSlWw/hqdefault.jpg
Mujhko Yaad Sataye Teri,Himesh Reshammiya,BollywoodDance,Phir Hera Pheri,joy,3f8tFtcuIkI,https://i.ytimg.com/vi/3f8tFtcuIkI/hqdefault.jpg
Jane Kahan Gaye Woh Din,Mukesh,BollywoodSad,Mera Naam Joker,sadness,_-X6GE-Kqoo,https://i.ytimg.com/vi/_-X6GE-Kqoo/hqdefault.jpg
Nonsense Ki Night,Mika Singh,BollywoodDance,Happy New Year,joy,llZasorsis8,https://i.ytimg.com/vi/llZasorsis8/hqdefault.jpg
Daaru Desi,"Benny Dayal, Shalmali Kholgade",BollywoodDance,Cocktail,joy,3nA1hmKCRpE,https://i.ytimg.com/vi/3nA1hmKCRpE/hqdefault.jpg
Fugly Fugly Kya Hai,Yo Yo Honey Singh,BollywoodDance,Fugly,joy,bCloJm9gptM,https://i.ytimg.com/vi/bCloJm9gptM/hqdefault.jpg
Buddhu Sa Mann,"Amaal Mallik, Armaan Malik",BollywoodDance,Kapoor & Sons,joy,Zo4WsI14s3g,https://i.ytimg.com/vi/Zo4WsI14s3g/hqdefault.jpg
Jiska Mujhe Tha Intezar,"Kishore Kumar, Lata Mangeshkar",BollywoodRomantic,Don,love,9Uv-zfUgTZ8,https://i.ytimg.com/vi/9Uv-zfUgTZ8/hqdefault.jpg
Raat Ka Nasha,K. S. Chithra,BollywoodDance,Asoka,joy,jabKEhOmbZ4,https://i.ytimg.com/vi/jabKEhOmbZ4/hqdefault.jpg
Zara Zara Touch Me,Monali Thakur,BollywoodDanceSensual,Race,joy,K9XxmYsyQZE,https://i.ytimg.com/vi/K9XxmYsyQZE/hqdefault.jpg
Wada Karo Nahi Chodoge,"Kishore Kumar, Lata Mangeshkar",BollywoodRomantic,Aa Gale Lag Jaa,love,AL2YnJsE70w,https://i.ytimg.com/vi/AL2YnJsE70w/hqdefault.jpg
Sajde,"Arijit Singh, Gulzar, Nihira Joshi Deshpande",BollywoodRomantic,Kill Dil,love,P4fzOSVy6-o,https://i.ytimg.com/vi/P4fzOSVy6-o/hqdefault.jpg
Khair Mangda,Atif Aslam,BollywoodSad,A Flying Jatt,sadness,Sw5JrUc-rFI,https://i.ytimg.com/vi/Sw5JrUc-rFI/hqdefault.jpg
Tere Naal Ishqa,Kailash Kher,BollywoodSad,Shivaay,sadness,H6KHuDmw570,https://i.ytimg.com/vi/H6KHuDmw570/hqdefault.jpg
Na Na Na Re,"Daler Mehndi, Sudesh Bhonsle",BollywoodDance,Mrityudaata,joy,vDolreuYdhA,https://i.ytimg.com/vi/vDolreuYdhA/hqdefault.jpg
